"","X","meta","color_chip_size","median_color_chip_height","median_color_chip_width","num_mask_shapes","horizontal_reference_position","height_above_reference","height_below_reference","area_above_reference","percent_area_above_reference","area_below_reference","percent_area_below_reference","in_bounds","area","convex_hull_area","solidity","perimeter","width","height","longest_path","convex_hull_vertices","object_in_frame","ellipse_major_axis","ellipse_minor_axis","ellipse_angle","ellipse_eccentricity","hue_circular_mean","hue_circular_std","hue_median"
"3041",3041,"/file/path/snapshot5081/VIS_SV_0_z1_h1_g0_e65_v500_new_12566_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3042",3042,"/file/path/snapshot5081/VIS_SV_90_z1_h1_g0_e65_v500_new_12567_0.png",1296.5,37,37,1,1365,23,0,195,100,0,0,TRUE,195,173,1.1271676300578,56.7279218435287,10,23,140,10,TRUE,25.5751457214355,9.00863552093506,5.01070165634155,0.935909028706777,33.6852695495557,13.6798765072721,32
"3043",3043,"/file/path/snapshot5082/VIS_SV_0_z1_h1_g0_e65_v500_new_12572_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3044",3044,"/file/path/snapshot5082/VIS_SV_90_z1_h1_g0_e65_v500_new_12573_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3045",3045,"/file/path/snapshot5083/VIS_SV_0_z1_h1_g0_e65_v500_new_12578_0.png",1296.5,37,37,1,1365,147,0,3377,100,0,0,TRUE,3377,3912,0.863241308793456,378.65180182457,57,147,1074,18,TRUE,174.039367675781,30.553295135498,13.2220211029053,0.984469815346351,81.9015744195368,29.461945611787,82
"3046",3046,"/file/path/snapshot5083/VIS_SV_90_z1_h1_g0_e65_v500_new_12579_0.png",1296.5,37,37,1,1365,144,0,3005,100,0,0,TRUE,3005,3947.5,0.761241291956935,395.480228900909,47,144,976,20,TRUE,130.844619750977,37.9540214538574,9.02013492584229,0.957005610362082,91.8713555719516,38.4069359251926,84
"3047",3047,"/file/path/snapshot5084/VIS_SV_0_z1_h1_g0_e65_v500_new_12584_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3048",3048,"/file/path/snapshot5084/VIS_SV_90_z1_h1_g0_e65_v500_new_12585_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3049",3049,"/file/path/snapshot5085/VIS_SV_0_z1_h1_g0_e65_v500_new_12590_0.png",1296.5,37,37,1,1365,100,0,2165,100,0,0,TRUE,2165,3243.5,0.667488823801449,333.563489198685,75,100,827,15,TRUE,108.548118591309,41.3366279602051,149.325836181641,0.924651720685784,87.0905009421935,43.960164443171,80
"3050",3050,"/file/path/snapshot5085/VIS_SV_90_z1_h1_g0_e65_v500_new_12591_0.png",1296.5,37,37,3,1365,107,0,3693,100,0,0,TRUE,3693,4545,0.812541254125413,339.480228900909,72,107,772,20,TRUE,116.074699401855,51.3557586669922,152.141342163086,0.896799516218908,86.0630360106064,31.3376052616529,84
"3051",3051,"/file/path/snapshot5086/VIS_SV_0_z1_h1_g0_e65_v500_new_12596_0.png",1296.5,37,37,1,1365,184,0,5150,100,0,0,TRUE,5150,7649,0.67329062622565,553.261973500252,101,184,1351,17,TRUE,193.050064086914,46.7703742980957,155.301132202148,0.970208692796744,86.7334413094612,31.6503665821838,86
"3052",3052,"/file/path/snapshot5086/VIS_SV_90_z1_h1_g0_e65_v500_new_12597_0.png",1296.5,37,37,2,1365,190,0,4965,100,0,0,TRUE,4965,8780,0.565489749430524,1003.6572072506,113,190,1393,14,TRUE,187.615707397461,75.6370544433594,153.038772583008,0.915134424198177,84.6298791621232,38.9567823389701,80
"3053",3053,"/file/path/snapshot5087/VIS_SV_0_z1_h1_g0_e65_v500_new_12599_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3054",3054,"/file/path/snapshot5087/VIS_SV_90_z1_h1_g0_e65_v500_new_12600_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3055",3055,"/file/path/snapshot5088/VIS_SV_0_z1_h1_g0_e65_v500_new_12608_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3056",3056,"/file/path/snapshot5088/VIS_SV_90_z1_h1_g0_e65_v500_new_12609_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3057",3057,"/file/path/snapshot5089/VIS_SV_0_z1_h1_g0_e65_v500_new_12614_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3058",3058,"/file/path/snapshot5089/VIS_SV_90_z1_h1_g0_e65_v500_new_12615_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3059",3059,"/file/path/snapshot5090/VIS_SV_0_z1_h1_g0_e65_v500_new_12620_0.png",1296.5,37,37,2,1365,117,0,3204,100,0,0,TRUE,3204,6090,0.526108374384236,427.688379645348,99,117,897,11,TRUE,121.028205871582,72.6078262329102,31.5584583282471,0.800056369502802,86.0249686162246,32.7734827600377,84
"3060",3060,"/file/path/snapshot5090/VIS_SV_90_z1_h1_g0_e65_v500_new_12621_0.png",1296.5,37,37,3,1365,118,0,4146,100,0,0,TRUE,4146,7457.5,0.555950385517935,872.702817201614,153,118,1095,17,TRUE,153.202774047852,73.9460372924805,127.053077697754,0.875803544810097,88.9463574914579,39.2693435345544,84
"3061",3061,"/file/path/snapshot5091/VIS_SV_0_z1_h1_g0_e65_v500_new_12626_0.png",1296.5,37,37,1,1365,165,0,3212,100,0,0,TRUE,3212,4639,0.69239060142272,412.693431973457,61,165,1021,13,TRUE,152.827850341797,41.330135345459,13.6645946502686,0.962737986546441,79.3083549564708,29.9605063806364,80
"3062",3062,"/file/path/snapshot5091/VIS_SV_90_z1_h1_g0_e65_v500_new_12627_0.png",1296.5,37,37,1,1365,163,0,3718,100,0,0,TRUE,3718,6143,0.605241738564219,528.031525492668,95,163,1092,17,TRUE,147.981063842773,63.459831237793,154.082000732422,0.903381640461458,88.4224855916274,44.4190638712843,82
"3063",3063,"/file/path/snapshot5092/VIS_SV_0_z1_h1_g0_e65_v500_new_12632_0.png",1296.5,37,37,3,1365,183,0,4976,100,0,0,TRUE,4976,5732.5,0.868033144352377,443.178713202477,59,183,1282,17,TRUE,204.02864074707,36.2872734069824,169.796234130859,0.984056918199798,83.5322409439876,34.8885440014687,78
"3064",3064,"/file/path/snapshot5092/VIS_SV_90_z1_h1_g0_e65_v500_new_12633_0.png",1296.5,37,37,3,1365,180,0,7733,100,0,0,TRUE,7733,18837.5,0.410510948905109,824.021420836449,194,180,1613,15,TRUE,1215.68237304688,210.397598266602,0,0.984909605857898,87.2575705590591,35.7240636864902,82
"3065",3065,"/file/path/snapshot5093/VIS_SV_0_z1_h1_g0_e65_v500_new_12638_0.png",1296.5,37,37,2,1365,177,0,6026,100,0,0,TRUE,6026,7152.5,0.842502621461028,468.793937206268,56,177,1282,20,TRUE,170.777893066406,51.1916580200195,173.808197021484,0.954015975344764,85.1556511384738,27.227627734467,84
"3066",3066,"/file/path/snapshot5093/VIS_SV_90_z1_h1_g0_e65_v500_new_12639_0.png",1296.5,37,37,1,1365,153,0,4666,100,0,0,TRUE,4666,7768,0.600669412976313,496.374671339989,92,153,936,13,TRUE,180.073471069336,76.1340103149414,4.13698291778564,0.906225747756236,87.4668294796549,31.3644226995045,84
"3067",3067,"/file/path/snapshot5094/VIS_SV_0_z1_h1_g0_e65_v500_new_12644_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3068",3068,"/file/path/snapshot5094/VIS_SV_90_z1_h1_g0_e65_v500_new_12645_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3069",3069,"/file/path/snapshot5095/VIS_SV_0_z1_h1_g0_e65_v500_new_12647_0.png",1296.5,37,37,1,1365,164,0,5001,100,0,0,TRUE,5001,6413.5,0.779761440711,497.078207969666,55,164,1136,21,TRUE,160.218383789062,48.2086601257324,174.097137451172,0.953657768663569,83.0315994887153,29.9964623247597,80
"3070",3070,"/file/path/snapshot5095/VIS_SV_90_z1_h1_g0_e65_v500_new_12648_0.png",1296.5,37,37,1,1365,179,0,7079,100,0,0,TRUE,7079,12415.5,0.570174378800693,736.156415939331,121,179,1311,24,TRUE,200.260009765625,96.0654602050781,165.140777587891,0.877430564692869,85.8115295519832,33.2321282004951,84
"3071",3071,"/file/path/snapshot5096/VIS_SV_0_z1_h1_g0_e65_v500_new_12656_0.png",1296.5,37,37,1,1365,64,0,1186,100,0,0,TRUE,1186,1185.5,1.00042176296921,161.012192606926,27,64,444,18,TRUE,71.0168685913086,22.7318229675293,7.72239542007446,0.947386980021114,85.3315186007654,34.5130379755316,82
"3072",3072,"/file/path/snapshot5096/VIS_SV_90_z1_h1_g0_e65_v500_new_12657_0.png",1296.5,37,37,1,1365,56,0,1188,100,0,0,TRUE,1188,1183,1.00422654268808,159.923879981041,45,56,465,17,TRUE,72.0976791381836,20.8332138061523,34.993968963623,0.957341722132263,81.4933027520437,32.2293203082443,82
"3073",3073,"/file/path/snapshot5097/VIS_SV_0_z1_h1_g0_e65_v500_new_12662_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3074",3074,"/file/path/snapshot5097/VIS_SV_90_z1_h1_g0_e65_v500_new_12663_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3075",3075,"/file/path/snapshot5098/VIS_SV_0_z1_h1_g0_e65_v500_new_12668_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3076",3076,"/file/path/snapshot5098/VIS_SV_90_z1_h1_g0_e65_v500_new_12669_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3077",3077,"/file/path/snapshot5099/VIS_SV_0_z1_h1_g0_e65_v500_new_12674_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3078",3078,"/file/path/snapshot5099/VIS_SV_90_z1_h1_g0_e65_v500_new_12675_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3079",3079,"/file/path/snapshot5100/VIS_SV_0_z1_h1_g0_e65_v500_new_12680_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3080",3080,"/file/path/snapshot5100/VIS_SV_90_z1_h1_g0_e65_v500_new_12681_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3081",3081,"/file/path/snapshot5101/VIS_SV_0_z1_h1_g0_e65_v500_new_12686_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3082",3082,"/file/path/snapshot5101/VIS_SV_90_z1_h1_g0_e65_v500_new_12687_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3083",3083,"/file/path/snapshot5102/VIS_SV_0_z1_h1_g0_e65_v500_new_12692_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3084",3084,"/file/path/snapshot5102/VIS_SV_90_z1_h1_g0_e65_v500_new_12693_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3085",3085,"/file/path/snapshot5103/VIS_SV_0_z1_h1_g0_e65_v500_new_12698_0.png",1296.5,37,37,1,1365,231,0,9018,100,0,0,TRUE,9018,20565.5,0.43850137365977,995.53613960743,161,231,1710,18,TRUE,344.735717773438,99.9307250976562,18.713020324707,0.957064111027539,81.2108119929312,30.1562105161985,80
"3086",3086,"/file/path/snapshot5103/VIS_SV_90_z1_h1_g0_e65_v500_new_12699_0.png",1296.5,37,37,1,1365,221,0,6518,100,0,0,TRUE,6518,10140,0.642800788954635,722.877197504044,63,221,1416,18,TRUE,251.108322143555,55.4641456604004,3.78934812545776,0.97530158803962,85.0564581655297,34.1047377289537,82
"3087",3087,"/file/path/snapshot5104/VIS_SV_0_z1_h1_g0_e65_v500_new_12704_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3088",3088,"/file/path/snapshot5104/VIS_SV_90_z1_h1_g0_e65_v500_new_12705_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3089",3089,"/file/path/snapshot5105/VIS_SV_0_z1_h1_g0_e65_v500_new_12707_0.png",1296.5,37,37,1,1365,164,0,5715,100,0,0,TRUE,5715,10283.5,0.555744639470997,688.801077485085,125,164,1227,24,TRUE,162.682800292969,89.4230804443359,150.528732299805,0.835376926254979,87.3594556209822,33.2225407895555,84
"3090",3090,"/file/path/snapshot5105/VIS_SV_90_z1_h1_g0_e65_v500_new_12708_0.png",1296.5,37,37,3,1365,161,0,4484,100,0,0,TRUE,4484,8572,0.52309846010266,994.517794728279,152,161,1367,19,TRUE,183.793060302734,64.4769515991211,41.9885635375977,0.936445622657083,80.2300904388809,33.1834865799538,78
"3091",3091,"/file/path/snapshot5106/VIS_SV_0_z1_h1_g0_e65_v500_new_12716_0.png",1296.5,37,37,3,1365,135,0,4670,100,0,0,TRUE,4670,7276.5,0.641792070363499,487.504614114761,115,135,1144,18,TRUE,162.342239379883,62.7050628662109,141.597640991211,0.92239317161151,86.7402576032241,34.7777678568837,84
"3092",3092,"/file/path/snapshot5106/VIS_SV_90_z1_h1_g0_e65_v500_new_12717_0.png",1296.5,37,37,3,1365,142,0,5620,100,0,0,TRUE,5620,11187.5,0.502346368715084,1078.89615440369,159,142,1203,18,TRUE,172.360733032227,79.5234832763672,46.9148178100586,0.887203564291761,86.2878738060321,37.8573512583787,84
"3093",3093,"/file/path/snapshot5107/VIS_SV_0_z1_h1_g0_e65_v500_new_12722_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3094",3094,"/file/path/snapshot5107/VIS_SV_90_z1_h1_g0_e65_v500_new_12723_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3095",3095,"/file/path/snapshot5108/VIS_SV_0_z1_h1_g0_e65_v500_new_12728_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3096",3096,"/file/path/snapshot5108/VIS_SV_90_z1_h1_g0_e65_v500_new_12729_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3097",3097,"/file/path/snapshot5109/VIS_SV_0_z1_h1_g0_e65_v500_new_12734_0.png",1296.5,37,37,3,1365,147,0,4497,100,0,0,TRUE,4497,12549,0.358355247430074,1063.95889914036,156,147,1205,15,TRUE,200.202697753906,132.34814453125,101.513496398926,0.750323585842294,82.5823416412775,34.0491561612156,78
"3098",3098,"/file/path/snapshot5109/VIS_SV_90_z1_h1_g0_e65_v500_new_12735_0.png",1296.5,37,37,1,1365,157,0,4702,100,0,0,TRUE,4702,7190,0.653963838664812,450.333041191101,102,157,1206,18,TRUE,170.974166870117,53.3979530334473,152.927169799805,0.949978299993099,84.6270406008392,27.645934596982,82
"3099",3099,"/file/path/snapshot5110/VIS_SV_0_z1_h1_g0_e65_v500_new_12737_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3100",3100,"/file/path/snapshot5110/VIS_SV_90_z1_h1_g0_e65_v500_new_12738_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3101",3101,"/file/path/snapshot5111/VIS_SV_0_z1_h1_g0_e65_v500_new_12746_0.png",1296.5,37,37,2,1365,184,0,6658,100,0,0,TRUE,6658,13802.5,0.482376381090382,681.612259626389,133,184,1470,12,TRUE,240.563812255859,98.5132141113281,163.001663208008,0.912305764109785,86.7491115602536,32.9590896365082,84
"3102",3102,"/file/path/snapshot5111/VIS_SV_90_z1_h1_g0_e65_v500_new_12747_0.png",1296.5,37,37,2,1365,208,0,7868,100,0,0,TRUE,7868,13786,0.570723922820252,1215.0570230484,155,208,1567,22,TRUE,216.343002319336,86.2625350952148,147.519058227539,0.917068185120935,86.3662306908799,30.4179459359048,84
"3103",3103,"/file/path/snapshot5112/VIS_SV_0_z1_h1_g0_e65_v500_new_12752_0.png",1296.5,37,37,1,1365,146,0,4689,100,0,0,TRUE,4689,8803.5,0.532629067984324,542.859952569008,96,146,992,12,TRUE,135.006103515625,88.6497268676758,159.480422973633,0.75420854828511,81.237491809423,28.7201698793387,82
"3104",3104,"/file/path/snapshot5112/VIS_SV_90_z1_h1_g0_e65_v500_new_12753_0.png",1296.5,37,37,1,1365,156,0,6238,100,0,0,TRUE,6238,14841,0.420322080722323,819.820410370827,176,156,1430,15,TRUE,182.668350219727,107.930656433105,135.011749267578,0.80677717443191,87.2813312410442,34.2372298909302,84
"3105",3105,"/file/path/snapshot5113/VIS_SV_0_z1_h1_g0_e65_v500_new_12758_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3106",3106,"/file/path/snapshot5113/VIS_SV_90_z1_h1_g0_e65_v500_new_12759_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3107",3107,"/file/path/snapshot5114/VIS_SV_0_z1_h1_g0_e65_v500_new_12764_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3108",3108,"/file/path/snapshot5114/VIS_SV_90_z1_h1_g0_e65_v500_new_12765_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3109",3109,"/file/path/snapshot5115/VIS_SV_0_z1_h1_g0_e65_v500_new_12770_0.png",1296.5,37,37,2,1365,207,0,8873,100,0,0,TRUE,8873,22178,0.400081161511408,1556.13248276711,250,207,1801,20,TRUE,263.752105712891,112.355712890625,54.2042999267578,0.904727953862258,78.5314617300889,26.0410971308525,78
"3110",3110,"/file/path/snapshot5115/VIS_SV_90_z1_h1_g0_e65_v500_new_12771_0.png",1296.5,37,37,1,1365,192,0,5940,100,0,0,TRUE,5940,9550.5,0.621956965603895,600.81832242012,75,192,1336,15,TRUE,173.523864746094,67.1073837280273,171.392105102539,0.922191780797118,79.3246170922455,25.5180100397793,76
"3111",3111,"/file/path/snapshot5116/VIS_SV_0_z1_h1_g0_e65_v500_new_12776_0.png",1296.5,37,37,1,1365,189,0,5961,100,0,0,TRUE,5961,6900,0.863913043478261,492.208150744438,56,189,1320,21,TRUE,185.272918701172,43.2862815856934,6.01662111282349,0.972324317169382,86.3807932508998,24.275156274606,86
"3112",3112,"/file/path/snapshot5116/VIS_SV_90_z1_h1_g0_e65_v500_new_12777_0.png",1296.5,37,37,2,1365,193,0,6828,100,0,0,TRUE,6828,11616.5,0.587784616708992,1126.69756352901,147,193,1551,25,TRUE,206.873138427734,75.1083679199219,145.068923950195,0.931763867269082,89.184427789867,34.4458953836838,84
"3113",3113,"/file/path/snapshot5117/VIS_SV_0_z1_h1_g0_e65_v500_new_12782_0.png",1296.5,37,37,1,1365,121,0,4490,100,0,0,TRUE,4490,9132.5,0.491650698056392,534.943212866783,136,121,994,17,TRUE,147.604049682617,109.642631530762,158.197082519531,0.669495760787135,89.5915364395166,33.953731673037,86
"3114",3114,"/file/path/snapshot5117/VIS_SV_90_z1_h1_g0_e65_v500_new_12783_0.png",1296.5,37,37,1,1365,121,0,3881,100,0,0,TRUE,3881,7119,0.545160837196235,478.776692271233,99,121,904,11,TRUE,128.615493774414,87.1383590698242,44.8388023376465,0.735513018540312,88.9796860383428,31.8151023404352,86
"3115",3115,"/file/path/snapshot5118/VIS_SV_0_z1_h1_g0_e65_v500_new_12788_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3116",3116,"/file/path/snapshot5118/VIS_SV_90_z1_h1_g0_e65_v500_new_12789_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3117",3117,"/file/path/snapshot5119/VIS_SV_0_z1_h1_g0_e65_v500_new_12794_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3118",3118,"/file/path/snapshot5119/VIS_SV_90_z1_h1_g0_e65_v500_new_12795_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3119",3119,"/file/path/snapshot5120/VIS_SV_0_z1_h1_g0_e65_v500_new_12800_0.png",1296.5,37,37,2,1365,141,0,4949,100,0,0,TRUE,4949,8869.5,0.557979592987203,561.688379645348,119,141,1065,18,TRUE,153.981002807617,66.5233612060547,148.238815307617,0.901862505685664,84.8924940400967,32.9163502755253,84
"3120",3120,"/file/path/snapshot5120/VIS_SV_90_z1_h1_g0_e65_v500_new_12801_0.png",1296.5,37,37,3,1365,129,0,5433,100,0,0,TRUE,5433,9902,0.548677034942436,989.995045781136,158,129,1335,18,TRUE,165.683303833008,76.0610275268555,51.7959671020508,0.888397624563395,84.0204423513018,28.5842434696652,82
"3121",3121,"/file/path/snapshot5121/VIS_SV_0_z1_h1_g0_e65_v500_new_12806_0.png",1296.5,37,37,2,1365,236,0,10023,100,0,0,TRUE,10023,34080.5,0.294097797860947,1433.46969628334,241,236,1778,16,TRUE,237.79948425293,188.786834716797,58.6761093139648,0.608060291469043,83.4386559297371,33.1948891092838,82
"3122",3122,"/file/path/snapshot5121/VIS_SV_90_z1_h1_g0_e65_v500_new_12807_0.png",1296.5,37,37,2,1365,235,0,8720,100,0,0,TRUE,8720,22300.5,0.391022622811148,913.327988862991,171,235,1360,10,TRUE,258.304321289062,163.634475708008,172.404815673828,0.773746847865267,79.4485565042691,33.9150504839449,80
"3123",3123,"/file/path/snapshot5122/VIS_SV_0_z1_h1_g0_e65_v500_new_12812_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3124",3124,"/file/path/snapshot5122/VIS_SV_90_z1_h1_g0_e65_v500_new_12813_0.png",1296.5,37,37,1,1365,66,0,1227,100,0,0,TRUE,1227,2062,0.595053346265761,232.568541526794,59,66,482,17,TRUE,71.7506408691406,48.1626777648926,134.565734863281,0.741230270116287,79.687194543978,37.1240681152974,80
"3125",3125,"/file/path/snapshot5123/VIS_SV_0_z1_h1_g0_e65_v500_new_12818_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3126",3126,"/file/path/snapshot5123/VIS_SV_90_z1_h1_g0_e65_v500_new_12819_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3127",3127,"/file/path/snapshot5124/VIS_SV_0_z1_h1_g0_e65_v500_new_12824_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3128",3128,"/file/path/snapshot5124/VIS_SV_90_z1_h1_g0_e65_v500_new_12825_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3129",3129,"/file/path/snapshot5125/VIS_SV_0_z1_h1_g0_e65_v500_new_12830_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3130",3130,"/file/path/snapshot5125/VIS_SV_90_z1_h1_g0_e65_v500_new_12831_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3131",3131,"/file/path/snapshot5126/VIS_SV_0_z1_h1_g0_e65_v500_new_12836_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
