"","X","meta","color_chip_size","median_color_chip_height","median_color_chip_width","num_mask_shapes","horizontal_reference_position","height_above_reference","height_below_reference","area_above_reference","percent_area_above_reference","area_below_reference","percent_area_below_reference","in_bounds","area","convex_hull_area","solidity","perimeter","width","height","longest_path","convex_hull_vertices","object_in_frame","ellipse_major_axis","ellipse_minor_axis","ellipse_angle","ellipse_eccentricity","hue_circular_mean","hue_circular_std","hue_median"
"3132",3132,"/file/path/snapshot5126/VIS_SV_90_z1_h1_g0_e65_v500_new_12837_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3133",3133,"/file/path/snapshot5127/VIS_SV_0_z1_h1_g0_e65_v500_new_12842_0.png",1296.5,37,37,1,1365,76,0,1909,100,0,0,TRUE,1909,1905.5,1.00183678824456,199.882249832153,40,76,549,20,TRUE,83.4030227661133,30.3669128417969,13.7295093536377,0.931360459420677,87.672429876124,32.3791966570533,86
"3134",3134,"/file/path/snapshot5127/VIS_SV_90_z1_h1_g0_e65_v500_new_12843_0.png",1296.5,37,37,2,1365,86,0,2338,100,0,0,TRUE,2338,4860.5,0.481020471144944,364.433546423912,98,86,761,16,TRUE,128.309783935547,83.1143493652344,15.621808052063,0.761841785459864,87.4825976852252,39.7376627237543,84
"3135",3135,"/file/path/snapshot5128/VIS_SV_0_z1_h1_g0_e65_v500_new_12848_0.png",1296.5,37,37,2,1365,166,0,5199,100,0,0,TRUE,5199,10194,0.510005885815185,1034.85806524754,158,166,1366,19,TRUE,197.044387817383,69.0318908691406,44.6354293823242,0.936623809248399,87.1448135505468,35.2527444480267,84
"3136",3136,"/file/path/snapshot5128/VIS_SV_90_z1_h1_g0_e65_v500_new_12849_0.png",1296.5,37,37,2,1365,158,0,5377,100,0,0,TRUE,5377,7317,0.73486401530682,798.480509519577,92,158,1099,17,TRUE,143.139450073242,69.3254852294922,18.7876224517822,0.874890206657703,88.2679907198021,28.2227653270918,86
"3137",3137,"/file/path/snapshot5129/VIS_SV_0_z1_h1_g0_e65_v500_new_12854_0.png",1296.5,37,37,1,1365,131,0,3446,100,0,0,TRUE,3446,4715.5,0.730781465380129,461.764499664307,63,131,950,22,TRUE,122.878356933594,46.7491264343262,162.683502197266,0.924801304922228,86.1026105918692,29.8224193166782,86
"3138",3138,"/file/path/snapshot5129/VIS_SV_90_z1_h1_g0_e65_v500_new_12855_0.png",1296.5,37,37,2,1365,131,0,2863,100,0,0,TRUE,2863,5671.5,0.504804725381292,730.951807379723,109,131,1102,17,TRUE,140.362915039062,59.4566917419434,142.692443847656,0.905852808980079,86.6054349273356,41.7089222039728,82
"3139",3139,"/file/path/snapshot5130/VIS_SV_0_z1_h1_g0_e65_v500_new_12857_0.png",1296.5,37,37,1,1365,125,0,2279,100,0,0,TRUE,2279,2527.5,0.901681503461919,297.923879981041,45,125,910,16,TRUE,164.362548828125,21.4112892150879,165.800964355469,0.991478731927744,82.5680127567373,33.762652341656,78
"3140",3140,"/file/path/snapshot5130/VIS_SV_90_z1_h1_g0_e65_v500_new_12858_0.png",1296.5,37,37,1,1365,125,0,3628,100,0,0,TRUE,3628,4049.5,0.895913075688357,358.551296591759,51,125,913,23,TRUE,132.786666870117,38.3914375305176,10.6661653518677,0.957292507287514,81.7522584794818,20.8191543133646,80
"3141",3141,"/file/path/snapshot5131/VIS_SV_0_z1_h1_g0_e65_v500_new_12866_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3142",3142,"/file/path/snapshot5131/VIS_SV_90_z1_h1_g0_e65_v500_new_12867_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3143",3143,"/file/path/snapshot5132/VIS_SV_0_z1_h1_g0_e65_v500_new_12872_0.png",1296.5,37,37,3,1365,189,0,6431,100,0,0,TRUE,6431,11166.5,0.575919043567814,737.428494095802,119,189,1401,21,TRUE,203.888656616211,75.713134765625,23.7268409729004,0.928494760877506,84.4224158955604,36.0504115054018,80
"3144",3144,"/file/path/snapshot5132/VIS_SV_90_z1_h1_g0_e65_v500_new_12873_0.png",1296.5,37,37,1,1365,183,0,5464,100,0,0,TRUE,5464,7247.5,0.753915143152811,489.279218435287,61,183,1262,16,TRUE,162.867767333984,50.3642387390137,0.651673078536987,0.950986004326695,82.9113327099809,33.5802627559666,82
"3145",3145,"/file/path/snapshot5133/VIS_SV_0_z1_h1_g0_e65_v500_new_12878_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3146",3146,"/file/path/snapshot5133/VIS_SV_90_z1_h1_g0_e65_v500_new_12879_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3147",3147,"/file/path/snapshot5134/VIS_SV_0_z1_h1_g0_e65_v500_new_12884_0.png",1296.5,37,37,1,1365,173,0,3112,100,0,0,TRUE,3112,3914,0.795094532447624,438.752307057381,33,173,1156,21,TRUE,161.879669189453,28.2635612487793,174.446334838867,0.984640135693893,87.5654583217103,35.2390880920145,84
"3148",3148,"/file/path/snapshot5134/VIS_SV_90_z1_h1_g0_e65_v500_new_12885_0.png",1296.5,37,37,1,1365,174,0,3853,100,0,0,TRUE,3853,6402.5,0.601796173369777,534.575681805611,81,174,1145,17,TRUE,164.698211669922,59.6465225219727,166.292816162109,0.932117317259883,88.119633878609,43.0733055781806,82
"3149",3149,"/file/path/snapshot5135/VIS_SV_0_z1_h1_g0_e65_v500_new_12890_0.png",1296.5,37,37,1,1365,283,0,8639,100,0,0,TRUE,8639,14127,0.61152403199547,793.754395008087,134,283,1808,20,TRUE,270.888854980469,67.8155059814453,155.894271850586,0.968156849313852,86.127030020104,28.6664358270383,82
"3150",3150,"/file/path/snapshot5135/VIS_SV_90_z1_h1_g0_e65_v500_new_12891_0.png",1296.5,37,37,1,1365,258,0,6559,100,0,0,TRUE,6559,9569,0.685442574981712,693.989895343781,61,258,1634,14,TRUE,251.098251342773,45.7647552490234,173.660995483398,0.98325067534068,82.3765839763509,24.9402524684713,82
"3151",3151,"/file/path/snapshot5136/VIS_SV_0_z1_h1_g0_e65_v500_new_12896_0.png",1296.5,37,37,1,1365,207,0,4681,100,0,0,TRUE,4681,5920.5,0.790642682205895,521.178713202477,52,207,1502,18,TRUE,191.396240234375,33.9029693603516,169.762100219727,0.9841865669362,81.375928070688,32.0342140639847,82
"3152",3152,"/file/path/snapshot5136/VIS_SV_90_z1_h1_g0_e65_v500_new_12897_0.png",1296.5,37,37,4,1365,191,0,7705,100,0,0,TRUE,7705,14241,0.541043466048733,992.925168395042,149,191,1388,24,TRUE,223.439971923828,103.97827911377,20.5343761444092,0.885125609205375,85.7541548948949,32.212587367608,84
"3153",3153,"/file/path/snapshot5137/VIS_SV_0_z1_h1_g0_e65_v500_new_12902_0.png",1296.5,37,37,1,1365,227,0,9147,100,0,0,TRUE,9147,25702.5,0.35587977823169,1147.94530081749,209,227,1806,17,TRUE,1732.35241699219,237.011260986328,0,0.990596658721856,85.1181183930207,37.5949225090163,80
"3154",3154,"/file/path/snapshot5137/VIS_SV_90_z1_h1_g0_e65_v500_new_12903_0.png",1296.5,37,37,1,1365,216,0,7003,100,0,0,TRUE,7003,10380.5,0.674630316458745,769.587874412537,87,216,1500,18,TRUE,227.213745117188,54.2140998840332,12.4632797241211,0.971116959564414,83.0464874986751,30.4143888887599,80
"3155",3155,"/file/path/snapshot5138/VIS_SV_0_z1_h1_g0_e65_v500_new_12908_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3156",3156,"/file/path/snapshot5138/VIS_SV_90_z1_h1_g0_e65_v500_new_12909_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3157",3157,"/file/path/snapshot5139/VIS_SV_0_z1_h1_g0_e65_v500_new_12914_0.png",1296.5,37,37,1,1365,73,0,1782,100,0,0,TRUE,1782,1740,1.02413793103448,185.012192606926,30,73,508,18,TRUE,81.60205078125,28.750186920166,1.54868447780609,0.935878892649297,85.2207695898201,34.2280577743847,82
"3158",3158,"/file/path/snapshot5139/VIS_SV_90_z1_h1_g0_e65_v500_new_12915_0.png",1296.5,37,37,2,1365,63,0,2287,100,0,0,TRUE,2287,3373.5,0.677930932266192,402.996515512466,67,63,475,20,TRUE,68.12109375,60.9920349121094,67.7029800415039,0.445368697581783,86.0851654825766,36.0077223494963,84
"3159",3159,"/file/path/snapshot5140/VIS_SV_0_z1_h1_g0_e65_v500_new_12920_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3160",3160,"/file/path/snapshot5140/VIS_SV_90_z1_h1_g0_e65_v500_new_12921_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3161",3161,"/file/path/snapshot5141/VIS_SV_0_z1_h1_g0_e65_v500_new_12926_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3162",3162,"/file/path/snapshot5141/VIS_SV_90_z1_h1_g0_e65_v500_new_12927_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3163",3163,"/file/path/snapshot5142/VIS_SV_0_z1_h1_g0_e65_v500_new_12929_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3164",3164,"/file/path/snapshot5142/VIS_SV_90_z1_h1_g0_e65_v500_new_12930_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3165",3165,"/file/path/snapshot5143/VIS_SV_0_z1_h1_g0_e65_v500_new_12938_0.png",1296.5,37,37,2,1365,107,0,2202,100,0,0,TRUE,2202,2550,0.863529411764706,272.325900912285,33,107,741,17,TRUE,128.458679199219,27.4022312164307,175.24201965332,0.976983359493605,84.8707856993241,30.7407633114125,84
"3166",3166,"/file/path/snapshot5143/VIS_SV_90_z1_h1_g0_e65_v500_new_12939_0.png",1296.5,37,37,1,1365,97,0,1833,100,0,0,TRUE,1833,1965.5,0.932587127957263,234.468036293983,35,97,697,19,TRUE,110.685592651367,25.11501121521,10.4235410690308,0.973917113533381,86.1636712600857,32.7220543949257,82
"3167",3167,"/file/path/snapshot5144/VIS_SV_0_z1_h1_g0_e65_v500_new_12941_0.png",1296.5,37,37,3,1365,115,0,3113,100,0,0,TRUE,3113,7577.5,0.410821511052458,837.777895569801,121,115,921,16,TRUE,1155.89465332031,274.864715576172,13.1146306991577,0.971315630332114,87.7060467390348,41.7269479446508,84
"3168",3168,"/file/path/snapshot5144/VIS_SV_90_z1_h1_g0_e65_v500_new_12942_0.png",1296.5,37,37,1,1365,122,0,3238,100,0,0,TRUE,3238,4938,0.655731065208586,426.06601536274,60,122,844,20,TRUE,110.049293518066,59.0383567810059,175.699142456055,0.843918165092312,84.5361244215807,34.4034033411303,82
"3169",3169,"/file/path/snapshot5145/VIS_SV_0_z1_h1_g0_e65_v500_new_12947_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3170",3170,"/file/path/snapshot5145/VIS_SV_90_z1_h1_g0_e65_v500_new_12948_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3171",3171,"/file/path/snapshot5146/VIS_SV_0_z1_h1_g0_e65_v500_new_12956_0.png",1296.5,37,37,1,1365,45,0,1060,100,0,0,TRUE,1060,1048.5,1.01096804959466,130.911687374115,33,45,332,20,TRUE,50.2950172424316,26.1792392730713,158.15022277832,0.853853393352623,78.967036966988,30.9584833342853,80
"3172",3172,"/file/path/snapshot5146/VIS_SV_90_z1_h1_g0_e65_v500_new_12957_0.png",1296.5,37,37,1,1365,46,0,876,100,0,0,TRUE,876,881,0.994324631101022,127.597979068756,28,46,332,17,TRUE,48.1438903808594,25.7574234008789,2.36843180656433,0.844846243644236,81.4321454892995,30.9997013743546,78
"3173",3173,"/file/path/snapshot5147/VIS_SV_0_z1_h1_g0_e65_v500_new_12962_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3174",3174,"/file/path/snapshot5147/VIS_SV_90_z1_h1_g0_e65_v500_new_12963_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3175",3175,"/file/path/snapshot5148/VIS_SV_0_z1_h1_g0_e65_v500_new_12968_0.png",1296.5,37,37,1,1365,273,0,9647,100,0,0,TRUE,9647,31691.5,0.30440338892132,1221.05799865723,202,273,1875,14,TRUE,402.049530029297,130.100677490234,0,0.946196145370978,89.4726003667278,36.7966165957014,84
"3176",3176,"/file/path/snapshot5148/VIS_SV_90_z1_h1_g0_e65_v500_new_12969_0.png",1296.5,37,37,2,1365,268,0,10494,100,0,0,TRUE,10494,19380,0.541486068111455,1477.16534805298,121,268,1793,21,TRUE,281.135070800781,84.2200164794922,168.294204711914,0.954073895559316,87.4870481332375,32.0813808598237,86
"3177",3177,"/file/path/snapshot5149/VIS_SV_0_z1_h1_g0_e65_v500_new_12974_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3178",3178,"/file/path/snapshot5149/VIS_SV_90_z1_h1_g0_e65_v500_new_12975_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3179",3179,"/file/path/snapshot5150/VIS_SV_0_z1_h1_g0_e65_v500_new_12980_0.png",1296.5,37,37,1,1365,246,0,8926,100,0,0,TRUE,8926,16622,0.536999157742751,924.038665771484,158,246,1768,21,TRUE,252.119781494141,83.5186996459961,149.679702758789,0.943537422941056,88.211027105091,32.9848782548225,88
"3180",3180,"/file/path/snapshot5150/VIS_SV_90_z1_h1_g0_e65_v500_new_12981_0.png",1296.5,37,37,1,1365,240,0,4870,100,0,0,TRUE,4870,8648,0.56313598519889,630.918827652931,72,240,1517,12,TRUE,251.441162109375,51.6648597717285,7.07026958465576,0.978662375716296,84.5527586460832,37.784110151699,82
"3181",3181,"/file/path/snapshot5151/VIS_SV_0_z1_h1_g0_e65_v500_new_12986_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3182",3182,"/file/path/snapshot5151/VIS_SV_90_z1_h1_g0_e65_v500_new_12987_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3183",3183,"/file/path/snapshot5152/VIS_SV_0_z1_h1_g0_e65_v500_new_12992_0.png",1296.5,37,37,3,1365,190,0,4207,100,0,0,TRUE,4207,9065,0.464092664092664,946.274508833885,119,190,1272,13,TRUE,194.029968261719,77.0786514282227,159.854827880859,0.917709882260951,83.9659970245616,38.2214738360915,84
"3184",3184,"/file/path/snapshot5152/VIS_SV_90_z1_h1_g0_e65_v500_new_12993_0.png",1296.5,37,37,1,1365,195,0,4499,100,0,0,TRUE,4499,6647,0.676846697758387,554.492421507835,53,195,1249,29,TRUE,169.258499145508,46.0903701782227,174.641571044922,0.962210262204272,86.698758928658,36.3281520564408,84
"3185",3185,"/file/path/snapshot5153/VIS_SV_0_z1_h1_g0_e65_v500_new_12998_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3186",3186,"/file/path/snapshot5153/VIS_SV_90_z1_h1_g0_e65_v500_new_12999_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3187",3187,"/file/path/snapshot5154/VIS_SV_0_z1_h1_g0_e65_v500_new_13001_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3188",3188,"/file/path/snapshot5154/VIS_SV_90_z1_h1_g0_e65_v500_new_13002_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3189",3189,"/file/path/snapshot5155/VIS_SV_0_z1_h1_g0_e65_v500_new_13007_0.png",1296.5,37,37,3,1365,244,0,8741,100,0,0,TRUE,8741,15865.5,0.550943871923356,817.754395008087,121,244,1487,10,TRUE,261.355773925781,86.084831237793,167.494323730469,0.944198157435692,77.1535244857127,36.2258232201527,76
"3190",3190,"/file/path/snapshot5155/VIS_SV_90_z1_h1_g0_e65_v500_new_13008_0.png",1296.5,37,37,1,1365,256,0,9447,100,0,0,TRUE,9447,29585,0.319317221564982,1237.72704541683,212,256,1884,18,TRUE,326.197937011719,155.676895141602,159.888076782227,0.878769349332392,83.7498758819145,39.1804344675017,80
"3191",3191,"/file/path/snapshot5156/VIS_SV_0_z1_h1_g0_e65_v500_new_13016_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3192",3192,"/file/path/snapshot5156/VIS_SV_90_z1_h1_g0_e65_v500_new_13017_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3193",3193,"/file/path/snapshot5157/VIS_SV_0_z1_h1_g0_e65_v500_new_13022_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3194",3194,"/file/path/snapshot5157/VIS_SV_90_z1_h1_g0_e65_v500_new_13023_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3195",3195,"/file/path/snapshot5158/VIS_SV_0_z1_h1_g0_e65_v500_new_13028_0.png",1296.5,37,37,3,1365,200,0,7075,100,0,0,TRUE,7075,15394,0.459594647265168,1349.11672568321,202,200,1581,17,TRUE,270.590972900391,113.148246765137,59.5689239501953,0.908376918419897,83.0949062815236,34.6585226229746,80
"3196",3196,"/file/path/snapshot5158/VIS_SV_90_z1_h1_g0_e65_v500_new_13029_0.png",1296.5,37,37,1,1365,192,0,5383,100,0,0,TRUE,5383,6625.5,0.812466983623877,466.249780893326,49,192,1163,17,TRUE,191.08088684082,43.0328216552734,1.70575094223022,0.974310856956779,84.6694698441097,24.49611669241,84
"3197",3197,"/file/path/snapshot5159/VIS_SV_0_z1_h1_g0_e65_v500_new_13034_0.png",1296.5,37,37,1,1365,127,0,3171,100,0,0,TRUE,3171,3895.5,0.814016172506739,343.338093519211,47,127,917,18,TRUE,130.106719970703,34.7576599121094,7.90253114700317,0.963655704159975,85.0625080742405,24.9842189077286,82
"3198",3198,"/file/path/snapshot5159/VIS_SV_90_z1_h1_g0_e65_v500_new_13035_0.png",1296.5,37,37,1,1365,118,0,2280,100,0,0,TRUE,2280,2980.5,0.764972320080523,312.65180182457,53,118,867,12,TRUE,127.027908325195,30.570987701416,16.4169425964355,0.970608600020004,84.1135118788693,29.3121286447908,80
"3199",3199,"/file/path/snapshot5160/VIS_SV_0_z1_h1_g0_e65_v500_new_13037_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3200",3200,"/file/path/snapshot5160/VIS_SV_90_z1_h1_g0_e65_v500_new_13038_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3201",3201,"/file/path/snapshot5161/VIS_SV_0_z1_h1_g0_e65_v500_new_13046_0.png",1296.5,37,37,1,1365,215,0,6879,100,0,0,TRUE,6879,13376,0.514279306220096,748.215291023254,105,215,1415,15,TRUE,365.700866699219,83.295051574707,168.450759887695,0.973715368003075,88.0055519141369,36.3348988609835,82
"3202",3202,"/file/path/snapshot5161/VIS_SV_90_z1_h1_g0_e65_v500_new_13047_0.png",1296.5,37,37,1,1365,229,0,8539,100,0,0,TRUE,8539,17770.5,0.480515461016854,998.12192606926,149,229,1746,21,TRUE,255.488510131836,91.0116958618164,159.599792480469,0.934399758702238,85.3647171773946,36.039850851289,80
"3203",3203,"/file/path/snapshot5162/VIS_SV_0_z1_h1_g0_e65_v500_new_13052_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3204",3204,"/file/path/snapshot5162/VIS_SV_90_z1_h1_g0_e65_v500_new_13053_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3205",3205,"/file/path/snapshot5163/VIS_SV_0_z1_h1_g0_e65_v500_new_13058_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3206",3206,"/file/path/snapshot5163/VIS_SV_90_z1_h1_g0_e65_v500_new_13059_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3207",3207,"/file/path/snapshot5164/VIS_SV_0_z1_h1_g0_e65_v500_new_13064_0.png",1296.5,37,37,1,1365,100,0,2078,100,0,0,TRUE,2078,3227,0.643941741555624,323.320848584175,72,100,848,14,TRUE,107.308578491211,41.8218765258789,30.0205554962158,0.920927176538003,84.3382974545198,38.6995079794405,80
"3208",3208,"/file/path/snapshot5164/VIS_SV_90_z1_h1_g0_e65_v500_new_13065_0.png",1296.5,37,37,1,1365,92,0,2732,100,0,0,TRUE,2732,3490,0.782808022922636,298.509666442871,57,92,641,16,TRUE,83.9808044433594,49.7305068969727,7.24146699905396,0.80581661541926,84.926173839373,26.0042236046644,86
"3209",3209,"/file/path/snapshot5165/VIS_SV_0_z1_h1_g0_e65_v500_new_13070_0.png",1296.5,37,37,1,1365,263,0,7934,100,0,0,TRUE,7934,13764,0.576431269979657,787.872145175934,93,263,1761,18,TRUE,236.803909301758,77.1097946166992,11.2794132232666,0.945498241534759,85.4624899953481,30.16657141182,84
"3210",3210,"/file/path/snapshot5165/VIS_SV_90_z1_h1_g0_e65_v500_new_13071_0.png",1296.5,37,37,2,1365,250,0,8765,100,0,0,TRUE,8765,15201.5,0.576587836726639,1307.03857576847,150,250,1842,16,TRUE,244.607269287109,78.1236343383789,27.7174415588379,0.947625398807695,87.5322103396687,28.3493056461795,86
"3211",3211,"/file/path/snapshot5166/VIS_SV_0_z1_h1_g0_e65_v500_new_13073_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3212",3212,"/file/path/snapshot5166/VIS_SV_90_z1_h1_g0_e65_v500_new_13074_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3213",3213,"/file/path/snapshot5167/VIS_SV_0_z1_h1_g0_e65_v500_new_13082_0.png",1296.5,37,37,2,1365,140,0,4261,100,0,0,TRUE,4261,10126,0.420797945881888,1062.12273478508,176,140,1166,13,TRUE,172.694290161133,97.4571990966797,62.9702949523926,0.825546807579406,87.1799809176372,40.1489545346354,82
"3214",3214,"/file/path/snapshot5167/VIS_SV_90_z1_h1_g0_e65_v500_new_13083_0.png",1296.5,37,37,1,1365,127,0,2970,100,0,0,TRUE,2970,3624.5,0.819423368740516,328.208150744438,41,127,802,24,TRUE,126.130546569824,37.2772102355957,176.053329467773,0.955328922678312,87.381300338844,33.3371284027471,86
"3215",3215,"/file/path/snapshot5168/VIS_SV_0_z1_h1_g0_e65_v500_new_13088_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3216",3216,"/file/path/snapshot5168/VIS_SV_90_z1_h1_g0_e65_v500_new_13089_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3217",3217,"/file/path/snapshot5169/VIS_SV_0_z1_h1_g0_e65_v500_new_13094_0.png",1296.5,37,37,1,1365,166,0,3570,100,0,0,TRUE,3570,6124.5,0.582904726916483,483.688379645348,96,166,1148,19,TRUE,158.775741577148,59.5118293762207,150.129760742188,0.927098862223439,89.7197464406086,41.4548065627754,82
"3218",3218,"/file/path/snapshot5169/VIS_SV_90_z1_h1_g0_e65_v500_new_13095_0.png",1296.5,37,37,1,1365,162,0,4180,100,0,0,TRUE,4180,4225.5,0.989232043545143,360.610171675682,37,162,1113,24,TRUE,154.42155456543,33.7043342590332,176.800094604492,0.975890242091425,87.6891191123961,34.0254550656074,84
"3219",3219,"/file/path/snapshot5170/VIS_SV_0_z1_h1_g0_e65_v500_new_13097_0.png",1296.5,37,37,1,1365,145,0,5510,100,0,0,TRUE,5510,5694,0.967685282753776,364.693431973457,61,145,1013,24,TRUE,154.765289306641,47.8300285339355,10.5745153427124,0.951046178090323,82.9884496371172,21.1796009570568,84
"3220",3220,"/file/path/snapshot5170/VIS_SV_90_z1_h1_g0_e65_v500_new_13098_0.png",1296.5,37,37,1,1365,150,0,4081,100,0,0,TRUE,4081,5870.5,0.695170769099736,489.688379645348,101,150,1216,19,TRUE,163.843338012695,45.2464637756348,149.246154785156,0.961112575025345,86.6443183133279,33.8601225035235,84
